번호,사업명,발주기관,수요기관,예산액,예산(만원),예산(억),발주시기,계약방법,업종,재량여부,지역,담당자,연락처
R26DD20666704,한양사이버대학교 미들웨어 플랫폼 업그레이드 재구축,한양사이버대학교,한양사이버대학교,44000000,4400,0.44,2026-02-25 09:46:10,일반경쟁,기타,소액수의,,김용석,02-2290-0103
R26DD20667113,사업장의 자율적 참여를 통한 안전보건 규범 이행력 확보 방안 ,한국산업안전보건공단 산업안전보건연구원,한국산업안전보건공단,80000000,8000,0.8,2026-02-25 13:17:08,제한경쟁,기타,재량계약,,김영주 차장,052-703-0848
R26DD20667103,배달종사자 유해위험요인 심층조사 및 재해 예방 방안 ,한국산업안전보건공단 산업안전보건연구원,한국산업안전보건공단,100000000,10000,1.0,2026-02-25 13:10:48,제한경쟁,기타,재량계약,,최윤석 차장 ,052-703-0847
R26DD20667101,청림동 마을 경관개선 가이드라인 수립 및 실시설계 용역,경상북도 포항시,경상북도,200000000,20000,2.0,2026-02-25 13:10:30,일반경쟁,기타,재량계약,,함금희,054-270-3835
R26DD20667099,2026년 농촌용수 수질자동측정망 유지관리 용역,한국농어촌공사 제주지역본부,한국농어촌공사,13188000,1319,0.13,2026-02-25 13:08:44,수의계약,기타,소액수의,,강신명,064-750-8828
R26DD20667095,산업안전보건관리비 계상 의무 적용 업종 확대 방안 마련 ,한국산업안전보건공단 산업안전보건연구원,한국산업안전보건공단,50000000,5000,0.5,2026-02-25 13:06:13,제한경쟁,기타,소액수의,,조천호 차장 ,052-703-0852
R26DD20667086,2026년 숲해설프로그램 운영 사업,서울특별시 강서구,서울특별시,16600000,1660,0.17,2026-02-25 12:57:00,제한경쟁,기타,소액수의,,장인혜,02-2600-6209
R26DD20667081,"율곡이이, 신사임당 영정 보존처리계획 수립 및 보존처리 용역",강원특별자치도 강릉시,강원특별자치도,55000000,5500,0.55,2026-02-25 12:45:06,수의계약,기타,재량계약,,이세완,033-660-3314
R26DD20667078,2026년 강서구 유아숲체험원 운영 사업,서울특별시 강서구,서울특별시,170928000,17093,1.71,2026-02-25 12:16:49,제한경쟁,기타,재량계약,,장인혜,02-2600-6209
R26DD20666630,KEPIC-MO(원전가동중시험) 및 MF(원전기계기기성능검증)분야 2026년 판 개발,(사)대한전기협회                                  ,(사)대한전기협회                                  ,56661000,5666,0.57,2026-02-25 09:20:25,일반경쟁,전기공사,재량계약,,강은하,02-2223-3600
R26DD20666608,2026년 청사 기계설비 성능점검 용역 계약,경찰청 전라남도경찰청,경찰청,10960000,1096,0.11,2026-02-25 09:11:52,수의계약,기계설비공사,소액수의,,조창수,061-289-3137
R26DD20666591,한양사이버대학교 Micorsoft OVS-ES 연간라이선스 갱신 (2026학년도),한양사이버대학교,한양사이버대학교,31150000,3115,0.31,2026-02-25 09:06:35,일반경쟁,기타,소액수의,,김용석,02-2290-0103
R26DD20666585,2026년 해양폐기물 재활용 홍보 ,해양환경공단,정부산하기관및위원회,150000000,15000,1.5,2026-02-25 09:03:53,제한경쟁,기타,재량계약,,강덕환,02-3498-8575
R26DD20666115,2026년 부산경찰청 승강기 유지관리용역,경찰청 부산광역시경찰청,경찰청,85225695,8523,0.85,2026-02-24 17:32:42,제한경쟁,기타,재량계약,,문기성,051-899-2422
R26DD20666101,2026년 소래포구 해양쓰레기 수거처리 용역,인천광역시 남동구,인천광역시,54862500,5486,0.55,2026-02-24 17:26:14,수의계약,기타,재량계약,,장지우,032-453-2265
R26DD20666097,2026년 소래포구 바다쓰레기 수거처리 용역,인천광역시 남동구,인천광역시,89906000,8991,0.9,2026-02-24 17:25:35,수의계약,기타,재량계약,,장지우,032-453-2265
R26DD20667029,원평지지구 취약지역생활여건개조사업 지역역량강화 용역,한국농어촌공사 전북지역본부 무진장지사,한국농어촌공사,181400000,18140,1.81,2026-02-25 11:29:00,일반경쟁,기타,재량계약,,이홍섭,063-350-7012
R26DD20667024,국도22호선 영광 덕호지구 등 7개소 포장도 보수공사 폐기물처리용역,국토교통부 익산지방국토관리청 광주국토관리사무소,국토교통부,149000000,14900,1.49,2026-02-25 11:28:07,제한경쟁,토목공사,재량계약,,석지언,062-970-6313
R26DD20666029,초대형산불 피해지역 회복을 위한 지원 체계 고도화 및 세부 산정기준 연구용역,행정안전부,행정안전부,50000000,5000,0.5,2026-02-24 17:01:28,제한경쟁,기타,소액수의,,조태우,044-205-1272
R26DD20666019,스마트폰 녹음 음성 식별을 위한 오디오 신호처리 기술 고도화 연구,대검찰청,대검찰청,80000000,8000,0.8,2026-02-24 16:59:26,제한경쟁,기타,재량계약,,김경화,***********
R26DD20665964,(긴급) 꿈돌이·꿈순이 초대형 야간 공기 조형물 전시 용역,대전관광공사,대전광역시,154770000,15477,1.55,2026-02-24 16:42:04,제한경쟁,기타,재량계약,,채복석,042-250-1201
R26DD20665955,국가중요어업유산(거제 숭어 망쟁이 들망어업)지정·관리사업 생태어업유산 기록 용역,한국어촌어항공단,한국어촌어항공단,17385000,1738,0.17,2026-02-24 16:38:04,수의계약,기타,소액수의,,박지훈,02-6098-0737
R26DD20667006,「공급망 위험 대응을 위한 필수농자재등 지원에 관한 법률」하위법령 제정안 마련 연구,농림축산식품부,농림축산식품부,45000000,4500,0.45,2026-02-25 11:22:21,제한경쟁,기타,소액수의,,박은재,044-201-1288
R26DD20666977,기업 밸류업 프로그램 백서 발간 용역,(주)한국거래소,(주)한국거래소,67000000,6700,0.67,2026-02-25 11:09:51,일반경쟁,기타,재량계약,,신희관,02-3774-4597
R26DD20666974,원자력안전 전문교수 역량강화 교육과정 개발 및 운영 지원,한국원자력안전재단,한국원자력안전재단,200000000,20000,2.0,2026-02-25 11:08:05,제한경쟁,기타,재량계약,,권민희,031-626-8855
R26DD20666952,국가유산수리 표준시방서 해설서 마련(3차) 연구,전통건축수리기술진흥재단,문화재청,50000000,5000,0.5,2026-02-25 10:57:27,일반경쟁,기타,소액수의,,조수완,031-929-8326
R26DD20665719,2026학년도 통학차량 임차 용역 소액수의 안내 공고,부산성우학교,부산광역시교육청,85950000,8595,0.86,2026-02-24 15:09:07,제한경쟁,기타,재량계약,,백승민,051-727-0846
R26DD20665691,누수보수 현장 적용성 평가,(주)리뉴시스템,(주)리뉴시스템,44000000,4400,0.44,2026-02-24 15:01:11,일반경쟁,기타,소액수의,,정지웅,02-414-0700
R26DD20666872,2026년 서울역사편찬원 발간물 배송 용역,서울특별시 서울역사편찬원,서울특별시,26594700,2659,0.27,2026-02-25 10:15:02,수의계약,기타,소액수의,,박현주,02-413-9625
R26DD20666812,사동 1271-11 부지 도로포장 환경 개선사업 폐기물처리용역,경기도 안산시,경기도,63833000,6383,0.64,2026-02-25 09:58:41,수의계약,토목공사,재량계약,,채호승,031-481-3589
R26DD20666721,2026년 초등교사 환경직무연수과정 위탁 운영(지방),환경부 국립환경인재개발원,,50000000,5000,0.5,2026-02-25 09:52:13,제한경쟁,기타,소액수의,,정원철,032-560-7870
R26DD20666720,2026년 잠실종합운동장(실내체육관 및 제1수영장) 기계설비 성능점검 용역,서울특별시 체육시설관리사업소,서울특별시,39000000,3900,0.39,2026-02-25 09:52:11,수의계약,기계설비공사,소액수의,,정욱,02-2240-8755
R26DD20666707,휴머노이드로봇 실증 지원사업 성과발표회 운영 용역,한국로봇산업진흥원,한국로봇산업진흥원,37949940,3795,0.38,2026-02-25 09:47:17,제한경쟁,기타,소액수의,,류주리,053-210-9963
R26DD20666680,2026 생생 국가유산 활용사업 대행 용역(협상계약),전라남도 순천시,전라남도,67500000,6750,0.68,2026-02-25 09:37:33,제한경쟁,기타,재량계약,,김도연,061-749-5680
R26DD20666654,2026 강원 해외 온라인 디지털 통합마케팅(SNS) 대행용역,재단법인강원관광재단,강원특별자치도,72700000,7270,0.73,2026-02-25 09:27:28,제한경쟁,기타,재량계약,,윤정원,033-269-8975
R26DD20666649,서울대공원 일본원숭이동산 리모델링 공사 건설폐기물 처리용역,서울특별시,서울특별시,157650000,15765,1.58,2026-02-25 09:26:55,제한경쟁,건축공사,재량계약,,황철현,02-500-7415
R26DD20666640,유해화학물질 생애주기 추적 연구,기후에너지환경부 화학물질안전원,기후에너지환경부,100000000,10000,1.0,2026-02-25 09:22:51,제한경쟁,기타,재량계약,,석재원,043-830-4035
R26DD20666620,2026 하남뮤직페스티벌 뮤직 人 The 하남 행사 대행·안전관리 운영 용역,재단법인 하남문화재단,경기도,140000000,14000,1.4,2026-02-25 09:17:09,제한경쟁,기타,재량계약,,이혜린,031-790-7971
R26DD20666414,국지도 15호선 장성 북이 사거리 교차로 개선사업 폐아스콘 처리용역,전라남도,전라남도,52830000,5283,0.53,2026-02-24 22:02:57,수의계약,기타,재량계약,,이지현,061-286-3672
R26DD20666719,범우리공원 유아숲 체험원 위탁 운영,경상북도 예천군,경상북도,55000000,5500,0.55,2026-02-25 09:51:32,수의계약,기타,재량계약,,최신설,054-650-6326
R26DD20666625,2026년 미술관 및 비엔날레관 기계설비 성능점검 용역,광주광역시 시립미술관,광주광역시,5340000,534,0.05,2026-02-25 09:18:48,수의계약,기계설비공사,소액수의,,최승현,062-613-7146
R26DD20666210,서울송파우체국 아파트전담 소포위탁 배달 용역(잠실래미안아이파크및르엘(아파트/상가)),과학기술정보통신부 우정사업본부 서울지방우정청,과학기술정보통신부,60000000,6000,0.6,2026-02-24 18:11:15,제한경쟁,기타,재량계약,,유제학,02-6967-9151
R26DD20666191,2026년 해양수산부 공공데이터 품질관리 역량 강화,해양수산부,해양수산부,120000000,12000,1.2,2026-02-24 18:03:02,제한경쟁,기타,재량계약,,김용겸,051-773-5214
R26DD20665915,전북권역 재활병원･공공어린이 재활센터 연계 건립 사업 건설폐기물(폐스치로폼) 처리용역,(재)예수병원유지재단,보건복지부,10100000,1010,0.1,2026-02-24 16:28:47,수의계약,기타,소액수의,,홍정은,063-230-8561
R26DD20665856,미니픽 및 감염동물시험연구동 생물안전 3등급 연구시설(ABL3 및 BL3) 유지관리용역,한국화학연구원부설국가독성과학연구소,한국화학연구원,104000000,10400,1.04,2026-02-24 16:06:19,제한경쟁,기타,재량계약,,한상본,042-610-8142
R26DD20665727,서울 영테크 재무상담 모니터링 용역,서울특별시,서울특별시,80000000,8000,0.8,2026-02-24 15:13:59,제한경쟁,기타,재량계약,,박광호,02-2133-6578
R26DD20665701,제천시 송학면 오미리 등 2개소 기본·시행계획 수립 및 실시설계 용역,세명대학교 산학협력단,세명대학교,60000000,6000,0.6,2026-02-24 15:03:00,일반경쟁,기타,재량계약,,박현준,043-649-1783
R26DD20665683,대전성모초등학교 2026학년도 통학차량 전세버스 임차용역,대전광역시동부교육청 대전성모초등학교,대전광역시교육청,64704000,6470,0.65,2026-02-24 14:57:41,일반경쟁,기타,재량계약,,박슬기,042-255-6145
R26DD20666283,2026년 전통문화산업조사 연구,재단법인 한국공예디자인문화진흥원,재단법인 한국공예디자인문화진흥원,185500000,18550,1.85,2026-02-24 19:21:55,제한경쟁,기타,재량계약,,조강선,02-398-1692
R26DD20666282,국도38호선 당진3권역 포장도 보수공사 건설폐기물처리용역,국토교통부 대전지방국토관리청 예산국토관리사무소,국토교통부,172370000,17237,1.72,2026-02-24 19:20:49,제한경쟁,토목공사,재량계약,,김원채,041-330-6517
R26DD20666054,제주도립미술관 민간투자시설사업(BTL) 관리이행계획 수립용역 ,제주특별자치도,제주특별자치도,110000000,11000,1.1,2026-02-24 17:08:13,제한경쟁,기타,재량계약,,문인형,064-710-6594
R26DD20665974,2026년 천안AI꿈키움터 체험프로그램 참가 전세버스 임차용역,충청남도교육청 충청남도천안교육지원청,충청남도교육청,164160000,16416,1.64,2026-02-24 16:44:18,제한경쟁,기타,재량계약,,허우,041-529-0645
R26DD20665966,"[연구,096] 2026년 원헬스 기반의 인수공통감염병 연차보고서 발간 연구",질병관리청,질병관리청,40000000,4000,0.4,2026-02-24 16:42:13,제한경쟁,기타,소액수의,,오진아,043-719-7170
R26DD20665962,서귀포시 신풍리 마을공동체 역량강화 컨설팅 지원용역,한국어촌어항공단,한국어촌어항공단,14000000,1400,0.14,2026-02-24 16:40:28,수의계약,기타,소액수의,,박지훈,02-6098-0737
R26DD20665668,2026년 길고양이 중성화 사업 용역(2권역),경기도 양평군 농업기술센터,경기도,98400000,9840,0.98,2026-02-24 14:54:08,제한경쟁,기타,재량계약,,이대광 주무관,031-770-3644
R26DD20667183,여수 금오도 지방도 정비공사 착공식 대행 용역,전라남도,전라남도,50000000,5000,0.5,2026-02-25 13:35:26,수의계약,기타,소액수의,,이수연,061-286-3678
R26DD20667145,BIO KOREA 2026 행사용역,재단법인충북테크노파크,충청북도,82500000,8250,0.82,2026-02-25 13:27:55,일반경쟁,기타,재량계약,,김수연,043-270-2578
R26DD20667088,2026년 농업용관정 지하수영향조사 및 사후관리 용역,세종특별자치시,세종특별자치시,102900000,10290,1.03,2026-02-25 12:58:54,제한경쟁,기타,재량계약,,배성철,044-300-2753
R26DD20667076,2026년 우장근린공원 힐링체험센터 운영 사업,서울특별시 강서구,서울특별시,113000000,11300,1.13,2026-02-25 12:15:26,제한경쟁,기타,재량계약,,장인혜,02-2600-6209
R26DD20667023,2026년 학교 내 불법촬영 카메라 점검 용역,충청남도교육청 충청남도논산계룡교육지원청,충청남도교육청,25200000,2520,0.25,2026-02-25 11:27:58,제한경쟁,기타,소액수의,,오경숙,041-730-7186
R26DD20667001,(기기) 해석 프로그램(Ansys CFD Premium) 유지보수,오송첨단의료산업진흥재단,오송첨단의료산업진흥재단,33000000,3300,0.33,2026-02-25 11:20:56,제한경쟁,기타,소액수의,,송민진,043-200-9134
R26DD20666988,2026년 관내 하수도 준설토 운반 및 처리 용역,서울특별시 마포구,서울특별시,200000000,20000,2.0,2026-02-25 11:15:16,제한경쟁,기타,재량계약,,류희성,02-3153-9816
R26DD20666984,제22회 국제소방안전박람회 전시부스 설치용역,(주)엑스코,(주)엑스코,98610000,9861,0.99,2026-02-25 11:12:52,제한경쟁,소방공사,재량계약,,도방원,053-601-5024
R26DD20666906,"휴대 무선통신기기 EMF분야 평가기술(흡수전력밀도, 동시노출 등) 개선 연구",과학기술정보통신부 국립전파연구원,과학기술정보통신부,90000000,9000,0.9,2026-02-25 10:26:29,제한경쟁,전기공사,재량계약,,유병규,061-338-4572
R26DD20666905,2026년 장례식장 다회용기 대여.세척 용역(단가계약),경기도 평택시,경기도,150594000,15059,1.51,2026-02-25 10:26:28,수의계약,기타,재량계약,,강신현,031-8024-3768
R26DD20666903,성주지사 사옥 등 정수기 및 비데 렌탈,한국농어촌공사 경북지역본부 성주지사,한국농어촌공사,4435270,444,0.04,2026-02-25 10:25:58,수의계약,기타,소액수의,,유경,054-930-0714
R26DD20666896,무선전력전송 전자파 평가방법 표준화 연구 및 전자파 통합 안전모듈 개발 선행연구,과학기술정보통신부 국립전파연구원,과학기술정보통신부,76000000,7600,0.76,2026-02-25 10:24:19,제한경쟁,전기공사,재량계약,,이상빈,061-338-4573
R26DD20666882,2026년 서울역사편찬원 발간물 운영 용역 계약,서울특별시 서울역사편찬원,서울특별시,21439000,2144,0.21,2026-02-25 10:18:16,수의계약,기타,소액수의,,박현주,02-413-9625
R26DD20667276,국도42호선 횡성 안흥-방림 도로건설공사 임목폐기물 처리용역(6차),국토교통부 원주지방국토관리청,국토교통부,122000000,12200,1.22,2026-02-25 14:03:02,제한경쟁,토목공사,재량계약,,이준범,033-769-5723
R26DD20667267,세대별 관광행태 분석 및 활용방안,한국관광공사,한국관광공사,129720000,12972,1.3,2026-02-25 13:59:32,제한경쟁,기타,재량계약,,김임경,033-738-3461
R26DD20667250,인천시민의 생체시료를 활용한 화학물질 노출평가 용역,가천대학교 산학협력단,가천대학교 산학협력단,73062000,7306,0.73,2026-02-25 13:53:31,제한경쟁,기타,재량계약,,김보영,032-820-4077
R26DD20667220,광양항 북측배후단지 조성공사 건설폐기물(폐토석) 처리 용역,여수광양항만공사,여수광양항만공사,75460000,7546,0.75,2026-02-25 13:41:02,수의계약,기타,재량계약,,박동현,061-797-4528
R26DD20666845,삼상초 공간재구조화 리모델링 공사 건설폐기물 처리용역,경기도교육청 경기도동두천양주교육지원청,경기도교육청,55462000,5546,0.55,2026-02-25 10:05:36,수의계약,건축공사,재량계약,,김나영,031-860-4382
R26DD20666815,2026년 업무용차량 자동차보험 가입,가축위생방역지원본부,가축위생방역지원본부,70000000,7000,0.7,2026-02-25 10:01:02,일반경쟁,기타,재량계약,,성현진,044-550-5500
R26DD20666793,복합 노인복지센터 건립공사 폐기물처리용역 ,경기도 안산시,경기도,24431000,2443,0.24,2026-02-25 09:57:29,수의계약,기타,소액수의,,양재민,031-481-2394
R26DD20666542,2026년 서울어린이대공원 적환장 폐기물 처리용역,서울시설공단,서울특별시,80432000,8043,0.8,2026-02-25 08:24:23,수의계약,기타,재량계약,,한창대,02-450-9305
R26DD20666981,"2026년 국경일 가로기 게양, 관리 및 철거 용역",충청북도 청주시 서원구,충청북도,18480000,1848,0.18,2026-02-25 11:12:31,수의계약,기타,소액수의,,나준혁,043-201-6017
R26DD20666959,2026년 전통건축부재보존센터 종합적유해생물관리(IPM) 용역,전통건축수리기술진흥재단,문화재청,16000000,1600,0.16,2026-02-25 11:01:37,제한경쟁,건축공사,소액수의,,조수완,031-929-8323
R26DD20666695,2026학년도 수명중학교 2학년 수련활동 위탁용역 입찰 공고,서울특별시교육청 서울특별시강서교육청 수명중학교,서울특별시교육청,51644000,5164,0.52,2026-02-25 09:43:16,제한경쟁,기타,재량계약,,양연희,02-6738-1202
R26DD20666676,군인공제회 회원수지 추계 모델 구축 연구용역,군인공제회,군인공제회,50000000,5000,0.5,2026-02-25 09:36:15,일반경쟁,기타,소액수의,,김동석,02-2190-2057
R26DD20666564,ERP 서버 이관 용역,제주국제자유도시개발센터,제주국제자유도시개발센터,119880000,11988,1.2,2026-02-25 08:54:43,제한경쟁,기타,재량계약,,정수영,064-797-5734
R26DD20667334,2026학년도 농산어촌 지역 순회 방과후학교 전문강사제 프로그램 위탁 용역,경상북도교육청 경상북도영천교육지원청,경상북도교육청,29970000,2997,0.3,2026-02-25 14:16:23,제한경쟁,기타,소액수의,,문영원,054-330-2432
R26DD20667277,2026학년도 해강중학교 2학년 현장체험학습 차량 임차 용역,부산광역시교육청 부산광역시해운대교육청 해강중학교,부산광역시교육청,26884000,2688,0.27,2026-02-25 14:03:03,제한경쟁,기타,소액수의,,정연복,051-740-2707
R26DD20666205,전통시장 주차장 건립 철거공사 건설폐기물 처리용역,경상북도 고령군,경상북도,82671000,8267,0.83,2026-02-24 18:09:55,제한경쟁,기타,재량계약,,김진실,054-950-6132
R26DD20667141,작업중지(사업주) 제도 활성화를 위한 우수사례 발굴 및 확산 방안 ,한국산업안전보건공단 산업안전보건연구원,한국산업안전보건공단,70000000,7000,0.7,2026-02-25 13:26:54,제한경쟁,기타,재량계약,,김영주 차장 ,052-703-0848
R26DD20667135,지붕･태양광 공사 추락재해 예방 안전시설･장비 연구개발,한국산업안전보건공단 산업안전보건연구원,한국산업안전보건공단,80000000,8000,0.8,2026-02-25 13:22:58,제한경쟁,기타,재량계약,,정우준 차장 ,052-703-0855
R26DD20667126,2026년도 임직원 단체보험 가입용역,(재)경기테크노파크,재단법인(X),37914000,3791,0.38,2026-02-25 13:20:28,수의계약,기타,소액수의,,한수련,031-500-3101
R26DD20667091,무등산권 세계지질공원센터 재해예방 정비공사 건설재해예방 기술지도 용역,광주광역시 수목원.정원사업소,광주광역시,900000,90,0.01,2026-02-25 13:02:03,수의계약,기타,소액수의,,박지은,062-613-7852
R26DD20667083,2026년 깨끗한 쓰레기처리 감시원 차량 임차 용역,경기도 김포시,경기도,43120000,4312,0.43,2026-02-25 12:49:05,제한경쟁,기타,소액수의,,고형섭,031-980-2769
R26DD20666705,2026년 관내 도로 재포장 정비공사(2공구) 폐기물 처리용역,대전광역시,대전광역시,195418000,19542,1.95,2026-02-25 09:46:35,제한경쟁,토목공사,재량계약,,진재호,042-270-8863
R26DD20666369,2026년도 용인 청년 워크 브릿지 위탁 용역,경기도 용인시,경기도,30000000,3000,0.3,2026-02-24 20:38:25,수의계약,기타,소액수의,,이은설,031-6193-2795
R26DD20666353,국도38호선 태안3권역 포장도 보수공사 건설폐기물처리용역,국토교통부 대전지방국토관리청 예산국토관리사무소,국토교통부,176550000,17655,1.77,2026-02-24 20:19:03,제한경쟁,토목공사,재량계약,,김원채,041-330-6517
R26DD20666617,2026년 부천시 도시계획정보체계(UPIS) DB 현행화 용역,경기도 부천시,경기도,60000000,6000,0.6,2026-02-25 09:16:09,제한경쟁,기타,재량계약,,구보영,032-625-3436
R26DD20666595,장평면 기초생활거점 조성사업 폐기물 처리용역,전라남도 장흥군,전라남도,77645000,7764,0.78,2026-02-25 09:08:51,수의계약,기타,재량계약,,하정욱,061-860-6643
R26DD20666562,2026학년도 유구중학교 3학년 국외 현장체험학습 위탁용역,충청남도교육청 충청남도공주교육지원청 유구중학교,충청남도교육청,70676330,7068,0.71,2026-02-25 08:53:32,제한경쟁,기타,재량계약,,유정희,041-841-2901
R26DD20665927,가경 홍골지구 주차장 조성사업 재해예방 기술지도용역,충청북도 청주시,충청북도,1320000,132,0.01,2026-02-24 16:31:11,수의계약,기타,소액수의,,임준성,043-201-2372
R26DD20665911,해월마을 교차로 개선사업 폐기물 처리용역,충청남도 논산시,충청남도,49930000,4993,0.5,2026-02-24 16:27:39,수의계약,기타,소액수의,,박지용,041-746-6494
R26DD20666269,나주 마한고도 지정 타당성 조사 용역,전라남도 나주시,전라남도,200000000,20000,2.0,2026-02-24 19:04:50,일반경쟁,기타,재량계약,,박윤철,061-339-8152
R26DD20666193,2026학년도 강일여자고등학교 2학년 현장체험학습(테마학습여행) 위탁용역 입찰 공고 (2단계 규격 - 가격 분리 동시입찰)(긴급),강원특별자치도교육청 강일여자고등학교,강원특별자치도교육청,150646560,15065,1.51,2026-02-24 18:04:22,제한경쟁,기타,재량계약,,박수영,033-650-0706
R26DD20666183,2026 광주인권상 시상식 행사대행 용역,(재)5.18기념재단,(재)5.18기념재단,115000000,11500,1.15,2026-02-24 17:59:15,제한경쟁,기타,재량계약,,김혜선,062-360-0535
R26DD20666050,관내 지방하천.소하천 유지관리 장비(굴삭기) 임차 용역,대전광역시 유성구,대전광역시,46200000,4620,0.46,2026-02-24 17:07:09,수의계약,토목공사,소액수의,,김은희,042-611-2484
R26DD20666049,2026년 산불감시 계류형 드론 임차 용역,울산광역시 울주군,울산광역시,53361000,5336,0.53,2026-02-24 17:06:45,수의계약,기타,재량계약,,박민수,052-204-1726
R26DD20666030,(긴급)2026학년도 강릉영동대학교 야구부 운행 버스 임차 용역 입찰 공고(재입찰),강릉영동대학,교육부,105000000,10500,1.05,2026-02-24 17:01:42,제한경쟁,기타,재량계약,,백예은,033-610-0445
R26DD20667406,서원구청 내 바닥 왁스 청소 용역,충청북도 청주시 서원구,충청북도,7280000,728,0.07,2026-02-25 14:38:36,수의계약,기타,소액수의,,임규석,043-201-6046
R26DD20665947,류마티스 관절염 환자 스테로이드 감량  프로토콜 검증 용역_PA202600161,서울대학교산학협력단,서울대학교산학협력단,181289020,18129,1.81,2026-02-24 16:36:34,제한경쟁,기타,재량계약,,이영주,02-880-2122
R26DD20665944,글로벌 점프업 팩토리 2026: Italy Edition 해외연수 위탁 용역,대구한의대학교 산학협력단,대구한의대학교,95900000,9590,0.96,2026-02-24 16:35:56,일반경쟁,기타,재량계약,,윤인영,053-819-7816
R26DD20665934,남영덕 하이패스IC(고속국도 65호선) 추가설치 타당성 조사 용역,경상북도 영덕군,경상북도,120000000,12000,1.2,2026-02-24 16:33:44,제한경쟁,기타,재량계약,,김경호,054-730-6454
R26DD20665914,미국 해치법 사례 등을 통한 공무원 인사법령 정비방안 연구,인사혁신처,인사혁신처,40000000,4000,0.4,2026-02-24 16:28:38,제한경쟁,기타,소액수의,,우병재,044-201-8316
R26DD20665768,2026년 광명시 찾아가는 생활안전교육 용역,경기도 광명시,경기도,29990000,2999,0.3,2026-02-24 15:31:49,수의계약,기타,소액수의,,송현준,02-2680-6025
R26DD20665766,2026학년도 아이사랑유치원 통학차량 임차용역 입찰 공고,충청남도교육청 충청남도아산교육지원청 아이사랑유치원,충청남도교육청,63360000,6336,0.63,2026-02-24 15:31:09,제한경쟁,기타,재량계약,,김은경,041-542-8881
R26DD20665747,천안시 체육발전 5개년 계획수립 학술용역,충청남도 천안시,충청남도,40000000,4000,0.4,2026-02-24 15:22:46,수의계약,기타,소액수의,,류하연,041-521-5293
R26DD20666096, 2026년 재활용품 유가보상 플랫폼 구축·운영 용역,인천광역시 남동구,인천광역시,30000000,3000,0.3,2026-02-24 17:24:59,제한경쟁,기타,소액수의,,장지우,032-453-2265
R26DD20666011,지역맞춤형 공공기관 이전유치 전략수립 용역,경상북도 영천시,경상북도,46500000,4650,0.47,2026-02-24 16:57:48,제한경쟁,기타,소액수의,,한남혁,054-330-6024
R26DD20665991,2026년 물관리자동화시스템 유지관리 용역,한국농어촌공사 강원지역본부 속초.고성.양양지사,한국농어촌공사,9733000,973,0.1,2026-02-24 16:51:52,수의계약,기타,소액수의,,이예솔,033-630-0110
R26DD20665868,제4기 학생인권종합계획(2027~2029) 수립을 위한 기초연구(실태조사) 위탁용역,서울특별시교육청,서울특별시교육청,46831000,4683,0.47,2026-02-24 16:09:08,제한경쟁,기타,소액수의,,황정은,02-399-9050
R26DD20665866,2026년 한국 천주교 공예자료 조사연구,서울특별시 서울공예박물관,서울특별시,54000000,5400,0.54,2026-02-24 16:09:01,제한경쟁,기타,재량계약,,서지민,02-6450-7052
R26DD20665860,관광-항공 연계 지역 인바운드 관광 활성화 중장기 전략 수립 연구,한국관광공사,한국관광공사,99495000,9950,0.99,2026-02-24 16:07:31,제한경쟁,기타,재량계약,,임소연,033-738-3210
R26DD20665859,2026년 해외 연구인력 경력개발 콘텐츠 제작 및 홍보지원 용역,국가과학기술인력개발원,국가과학기술인력개발원,105000000,10500,1.05,2026-02-24 16:07:24,제한경쟁,기타,재량계약,,박수진,043-251-7121
R26DD20665745,중구 광고형 홍보 영상 제작 용역,서울특별시 중구,서울특별시,200000000,20000,2.0,2026-02-24 15:22:00,제한경쟁,기타,재량계약,,황수빈,02-3396-4977
R26DD20665731,연안경제·관광 정책지원 모니터링 플랫폼 운영사업,한국해양수산개발원,한국해양수산개발원,80000000,8000,0.8,2026-02-24 15:17:09,제한경쟁,기타,재량계약,,최일선,051-797-4727
R26DD20665711,2026년 온라인 평생학습 콘텐츠 임차 용역,대구광역시행복진흥사회서비스원,대구광역시,48000000,4800,0.48,2026-02-24 15:05:53,일반경쟁,기타,소액수의,,하다교,053-210-5617
R26DD20665705,2026년 광주예술의전당 특별청소 용역,광주광역시 예술의전당,광주광역시,16200000,1620,0.16,2026-02-24 15:03:52,수의계약,기타,소액수의,,박미선,062-613-8348
R26DD20667222,정상인에서 안면망진 기반 감정 반응과 뇌 신경조절의 상관성 규명을 위한 파일럿 연구,한국한의학연구원,한국한의학연구원,50000000,5000,0.5,2026-02-25 13:41:25,제한경쟁,기타,소액수의,,이정호,042-868-9495
R26DD20667211,의료기기 시험 검사 통합관리시스템 유지 보수 및 고도화 용역,대구경북첨단의료산업진흥재단,대구경북첨단의료산업진흥재단,99000000,9900,0.99,2026-02-25 13:39:33,제한경쟁,기타,재량계약,,이명은,053-790-5121
R26DD20667154,중대재해처벌법 수사 역량 강화 ,한국산업안전보건공단 산업안전보건연구원,한국산업안전보건공단,100000000,10000,1.0,2026-02-25 13:30:02,제한경쟁,기타,재량계약,,최윤석 차장 ,052-703-0847
